transaction_id,customer_id,date,type,category,amount,balance_after
TXN000074_CUST0079,CUST0079,2026-07-29,debit,utility_bill,1904,101266
TXN000075_CUST0079,CUST0079,2026-08-01,debit,entertainment,950,100316
TXN000076_CUST0079,CUST0079,2026-08-02,credit,salary,42204,142520
TXN000077_CUST0079,CUST0079,2026-08-04,debit,utility_bill,2328,140192
TXN000078_CUST0079,CUST0079,2026-08-05,debit,p2p,1114,139078
TXN000079_CUST0079,CUST0079,2026-08-05,debit,rent,10192,128886
TXN000080_CUST0079,CUST0079,2026-08-07,debit,entertainment,1270,127616
TXN000081_CUST0079,CUST0079,2026-08-11,debit,entertainment,1095,126521
TXN000082_CUST0079,CUST0079,2026-08-13,debit,groceries,1789,124732
TXN000083_CUST0079,CUST0079,2026-08-14,debit,entertainment,1513,123219
TXN000084_CUST0079,CUST0079,2026-08-15,debit,utility_bill,1961,121258
TXN000085_CUST0079,CUST0079,2026-08-17,debit,p2p,1617,119641
TXN000086_CUST0079,CUST0079,2026-08-19,debit,groceries,604,119037
TXN000087_CUST0079,CUST0079,2026-08-20,debit,rent,4302,114735
TXN000088_CUST0079,CUST0079,2026-08-22,debit,groceries,1426,113309
TXN000089_CUST0079,CUST0079,2026-08-26,debit,entertainment,634,112675
TXN000090_CUST0079,CUST0079,2026-08-27,debit,entertainment,277,112398
TXN000001_CUST0080,CUST0080,2026-03-02,debit,utility_bill,1787,9095
TXN000002_CUST0080,CUST0080,2026-03-04,debit,p2p,1549,7546
TXN000003_CUST0080,CUST0080,2026-03-05,debit,p2p,1702,5844
TXN000004_CUST0080,CUST0080,2026-03-07,debit,entertainment,2201,3643
TXN000005_CUST0080,CUST0080,2026-03-16,credit,salary,85577,89220
TXN000006_CUST0080,CUST0080,2026-03-16,debit,groceries,962,88258
TXN000007_CUST0080,CUST0080,2026-03-17,debit,p2p,1439,86819
TXN000008_CUST0080,CUST0080,2026-03-18,debit,p2p,2470,84349
TXN000009_CUST0080,CUST0080,2026-03-20,debit,rent,3145,81204
TXN000010_CUST0080,CUST0080,2026-03-21,debit,groceries,503,80701
TXN000011_CUST0080,CUST0080,2026-03-22,debit,entertainment,713,79988
TXN000012_CUST0080,CUST0080,2026-03-23,debit,utility_bill,1053,78935
TXN000013_CUST0080,CUST0080,2026-04-09,debit,entertainment,237,78698
TXN000014_CUST0080,CUST0080,2026-04-12,debit,groceries,1814,76884
TXN000015_CUST0080,CUST0080,2026-04-15,debit,groceries,435,76449
TXN000016_CUST0080,CUST0080,2026-04-16,credit,salary,86100,162549
TXN000017_CUST0080,CUST0080,2026-04-20,debit,rent,11645,150904
TXN000018_CUST0080,CUST0080,2026-04-23,debit,entertainment,2048,148856
TXN000019_CUST0080,CUST0080,2026-04-24,debit,entertainment,857,147999
TXN000020_CUST0080,CUST0080,2026-04-27,debit,p2p,658,147341
TXN000021_CUST0080,CUST0080,2026-04-28,debit,utility_bill,1605,145736
TXN000022_CUST0080,CUST0080,2026-04-29,debit,entertainment,1902,143834
TXN000023_CUST0080,CUST0080,2026-05-01,debit,groceries,2099,141735
TXN000024_CUST0080,CUST0080,2026-05-05,debit,rent,5761,135974
TXN000025_CUST0080,CUST0080,2026-05-08,debit,groceries,1980,133994
TXN000026_CUST0080,CUST0080,2026-05-09,debit,p2p,2038,131956
TXN000027_CUST0080,CUST0080,2026-05-13,debit,utility_bill,1109,130847
TXN000028_CUST0080,CUST0080,2026-05-14,debit,groceries,1826,129021
TXN000029_CUST0080,CUST0080,2026-05-16,credit,salary,88005,217026
TXN000030_CUST0080,CUST0080,2026-05-20,debit,rent,3756,213270
TXN000031_CUST0080,CUST0080,2026-05-21,debit,entertainment,202,213068
TXN000032_CUST0080,CUST0080,2026-05-24,debit,p2p,1533,211535
TXN000033_CUST0080,CUST0080,2026-05-28,debit,p2p,2469,209066
TXN000034_CUST0080,CUST0080,2026-05-29,debit,p2p,518,208548
TXN000035_CUST0080,CUST0080,2026-06-01,debit,utility_bill,1433,207115
TXN000036_CUST0080,CUST0080,2026-06-06,debit,utility_bill,2129,204986
TXN000037_CUST0080,CUST0080,2026-06-07,debit,entertainment,1621,203365
TXN000038_CUST0080,CUST0080,2026-06-13,debit,utility_bill,1848,201517
TXN000039_CUST0080,CUST0080,2026-06-16,credit,salary,88460,289977
TXN000040_CUST0080,CUST0080,2026-06-19,debit,utility_bill,415,289562
TXN000041_CUST0080,CUST0080,2026-06-26,debit,groceries,2147,287415
TXN000042_CUST0080,CUST0080,2026-06-28,debit,entertainment,638,286777
TXN000043_CUST0080,CUST0080,2026-06-29,debit,entertainment,1205,285572
TXN000044_CUST0080,CUST0080,2026-06-30,debit,groceries,572,285000
TXN000045_CUST0080,CUST0080,2026-07-03,debit,entertainment,1637,283363
TXN000046_CUST0080,CUST0080,2026-07-05,debit,p2p,2154,281209
TXN000047_CUST0080,CUST0080,2026-07-05,debit,rent,11457,269752
TXN000048_CUST0080,CUST0080,2026-07-10,debit,entertainment,2127,267625
TXN000049_CUST0080,CUST0080,2026-07-16,credit,salary,85403,353028
TXN000050_CUST0080,CUST0080,2026-07-19,debit,utility_bill,1519,351509
TXN000051_CUST0080,CUST0080,2026-07-20,debit,rent,3504,348005
TXN000052_CUST0080,CUST0080,2026-07-22,debit,utility_bill,1813,346192
TXN000053_CUST0080,CUST0080,2026-07-25,debit,entertainment,1812,344380
TXN000054_CUST0080,CUST0080,2026-07-27,debit,entertainment,1626,342754
TXN000055_CUST0080,CUST0080,2026-07-31,debit,p2p,2031,340723
TXN000056_CUST0080,CUST0080,2026-08-01,debit,p2p,1798,338925
TXN000057_CUST0080,CUST0080,2026-08-04,debit,groceries,154,338771
TXN000058_CUST0080,CUST0080,2026-08-05,debit,rent,10739,328032
TXN000059_CUST0080,CUST0080,2026-08-06,debit,groceries,1980,326052
TXN000060_CUST0080,CUST0080,2026-08-07,debit,utility_bill,2146,323906
TXN000061_CUST0080,CUST0080,2026-08-09,debit,entertainment,1930,321976
TXN000062_CUST0080,CUST0080,2026-08-12,debit,groceries,2192,319784
TXN000063_CUST0080,CUST0080,2026-08-16,credit,salary,88109,407893
TXN000064_CUST0080,CUST0080,2026-08-18,debit,p2p,783,407110
TXN000065_CUST0080,CUST0080,2026-08-20,debit,rent,7988,399122
TXN000066_CUST0080,CUST0080,2026-08-24,debit,entertainment,1573,397549
TXN000067_CUST0080,CUST0080,2026-08-25,debit,entertainment,1323,396226
TXN000068_CUST0080,CUST0080,2026-08-27,debit,p2p,1767,394459
TXN000001_CUST0081,CUST0081,2026-03-04,debit,p2p,2191,10060
TXN000002_CUST0081,CUST0081,2026-03-06,debit,p2p,692,9368
TXN000003_CUST0081,CUST0081,2026-03-07,debit,entertainment,885,8483
TXN000004_CUST0081,CUST0081,2026-03-09,debit,entertainment,1197,7286
TXN000005_CUST0081,CUST0081,2026-03-13,debit,entertainment,1206,6080
TXN000006_CUST0081,CUST0081,2026-03-14,debit,entertainment,1080,5000
TXN000007_CUST0081,CUST0081,2026-03-18,debit,p2p,2435,2565
TXN000008_CUST0081,CUST0081,2026-03-29,debit,utility_bill,2186,379
TXN000009_CUST0081,CUST0081,2026-03-31,credit,transfer_in,44452,44831
TXN000010_CUST0081,CUST0081,2026-04-02,debit,p2p,733,44098
TXN000011_CUST0081,CUST0081,2026-04-03,debit,groceries,987,43111
TXN000012_CUST0081,CUST0081,2026-04-04,debit,utility_bill,932,42179
TXN000013_CUST0081,CUST0081,2026-04-07,debit,p2p,1653,40526
TXN000014_CUST0081,CUST0081,2026-04-11,debit,utility_bill,1951,38575
TXN000015_CUST0081,CUST0081,2026-04-17,credit,transfer_in,50729,89304
TXN000016_CUST0081,CUST0081,2026-04-19,debit,utility_bill,542,88762
TXN000017_CUST0081,CUST0081,2026-04-22,debit,p2p,994,87768
TXN000018_CUST0081,CUST0081,2026-04-30,credit,transfer_in,36698,124466
TXN000019_CUST0081,CUST0081,2026-05-03,debit,p2p,243,124223
TXN000020_CUST0081,CUST0081,2026-05-04,debit,p2p,1872,122351
TXN000021_CUST0081,CUST0081,2026-05-07,debit,entertainment,1929,120422
TXN000022_CUST0081,CUST0081,2026-05-17,debit,p2p,908,119514
TXN000023_CUST0081,CUST0081,2026-05-19,debit,p2p,1593,117921
TXN000024_CUST0081,CUST0081,2026-05-21,debit,entertainment,1083,116838
TXN000025_CUST0081,CUST0081,2026-05-22,debit,p2p,1333,115505
TXN000026_CUST0081,CUST0081,2026-05-23,credit,transfer_in,34939,150444
TXN000027_CUST0081,CUST0081,2026-05-23,debit,p2p,1848,148596
TXN000028_CUST0081,CUST0081,2026-05-25,debit,entertainment,388,148208
TXN000029_CUST0081,CUST0081,2026-05-26,debit,groceries,762,147446
TXN000030_CUST0081,CUST0081,2026-05-27,debit,utility_bill,2065,145381
TXN000031_CUST0081,CUST0081,2026-06-05,debit,entertainment,170,145211
TXN000032_CUST0081,CUST0081,2026-06-06,debit,groceries,1388,143823
TXN000033_CUST0081,CUST0081,2026-06-09,debit,utility_bill,1843,141980
TXN000034_CUST0081,CUST0081,2026-06-15,debit,entertainment,388,141592
TXN000035_CUST0081,CUST0081,2026-06-17,credit,transfer_in,21489,163081
TXN000036_CUST0081,CUST0081,2026-06-17,debit,entertainment,1348,161733
TXN000037_CUST0081,CUST0081,2026-06-20,debit,p2p,1583,160150
TXN000038_CUST0081,CUST0081,2026-06-23,debit,entertainment,1024,159126
TXN000039_CUST0081,CUST0081,2026-06-30,debit,groceries,2415,156711
TXN000040_CUST0081,CUST0081,2026-07-05,debit,rent,7325,149386
TXN000041_CUST0081,CUST0081,2026-07-07,debit,utility_bill,2211,147175
TXN000042_CUST0081,CUST0081,2026-07-08,credit,transfer_in,19985,167160
TXN000043_CUST0081,CUST0081,2026-07-08,debit,utility_bill,1131,166029
TXN000044_CUST0081,CUST0081,2026-07-09,credit,transfer_in,46352,212381
TXN000045_CUST0081,CUST0081,2026-07-12,debit,utility_bill,1371,211010
TXN000046_CUST0081,CUST0081,2026-07-13,debit,p2p,2314,208696
TXN000047_CUST0081,CUST0081,2026-07-14,debit,groceries,914,207782
TXN000048_CUST0081,CUST0081,2026-07-17,debit,groceries,1008,206774
TXN000049_CUST0081,CUST0081,2026-07-18,debit,p2p,1713,205061
TXN000050_CUST0081,CUST0081,2026-07-20,debit,entertainment,1798,203263
TXN000051_CUST0081,CUST0081,2026-07-20,debit,rent,7525,195738
TXN000052_CUST0081,CUST0081,2026-07-24,debit,p2p,331,195407
TXN000053_CUST0081,CUST0081,2026-07-25,debit,entertainment,1432,193975
TXN000054_CUST0081,CUST0081,2026-07-28,debit,groceries,323,193652
TXN000055_CUST0081,CUST0081,2026-07-29,debit,p2p,2284,191368
TXN000056_CUST0081,CUST0081,2026-07-30,debit,p2p,686,190682
TXN000057_CUST0081,CUST0081,2026-08-02,debit,p2p,1442,189240
TXN000058_CUST0081,CUST0081,2026-08-04,credit,transfer_in,36056,225296
TXN000059_CUST0081,CUST0081,2026-08-05,debit,rent,3510,221786
TXN000060_CUST0081,CUST0081,2026-08-15,credit,transfer_in,27432,249218
TXN000061_CUST0081,CUST0081,2026-08-15,debit,groceries,1061,248157
TXN000062_CUST0081,CUST0081,2026-08-17,debit,entertainment,2167,245990
TXN000063_CUST0081,CUST0081,2026-08-18,debit,groceries,1424,244566
TXN000064_CUST0081,CUST0081,2026-08-19,debit,utility_bill,817,243749
TXN000065_CUST0081,CUST0081,2026-08-23,credit,transfer_in,48522,292271
TXN000066_CUST0081,CUST0081,2026-08-24,debit,utility_bill,1000,291271
TXN000067_CUST0081,CUST0081,2026-08-25,debit,utility_bill,1294,289977
TXN000068_CUST0081,CUST0081,2026-08-26,debit,utility_bill,322,289655
TXN000001_CUST0082,CUST0082,2026-03-01,credit,salary,38546,44853
TXN000002_CUST0082,CUST0082,2026-03-01,debit,utility_bill,2107,42746
TXN000003_CUST0082,CUST0082,2026-03-03,debit,entertainment,2181,40565
TXN000004_CUST0082,CUST0082,2026-03-05,debit,rent,10355,30210
TXN000005_CUST0082,CUST0082,2026-03-06,debit,groceries,1741,28469
TXN000006_CUST0082,CUST0082,2026-03-08,debit,utility_bill,1847,26622
TXN000007_CUST0082,CUST0082,2026-03-20,debit,groceries,632,25990
TXN000008_CUST0082,CUST0082,2026-03-21,debit,groceries,2370,23620
TXN000009_CUST0082,CUST0082,2026-03-22,debit,groceries,689,22931
TXN000010_CUST0082,CUST0082,2026-03-29,debit,groceries,895,22036
TXN000011_CUST0082,CUST0082,2026-03-30,debit,entertainment,705,21331
TXN000012_CUST0082,CUST0082,2026-03-31,debit,utility_bill,1055,20276
TXN000013_CUST0082,CUST0082,2026-04-01,credit,salary,38662,58938
TXN000014_CUST0082,CUST0082,2026-04-01,debit,p2p,1913,57025
TXN000015_CUST0082,CUST0082,2026-04-15,debit,groceries,416,56609
TXN000016_CUST0082,CUST0082,2026-04-16,debit,groceries,1039,55570
TXN000017_CUST0082,CUST0082,2026-04-18,debit,groceries,1808,53762
TXN000018_CUST0082,CUST0082,2026-04-23,debit,entertainment,324,53438
TXN000019_CUST0082,CUST0082,2026-04-28,debit,groceries,2410,51028
TXN000020_CUST0082,CUST0082,2026-04-30,debit,p2p,1229,49799
TXN000021_CUST0082,CUST0082,2026-05-01,credit,salary,38922,88721
TXN000022_CUST0082,CUST0082,2026-05-02,debit,entertainment,197,88524
TXN000023_CUST0082,CUST0082,2026-05-07,debit,utility_bill,2020,86504
TXN000024_CUST0082,CUST0082,2026-05-08,debit,entertainment,1920,84584
TXN000025_CUST0082,CUST0082,2026-05-10,debit,p2p,2490,82094
TXN000026_CUST0082,CUST0082,2026-05-13,debit,p2p,470,81624
TXN000027_CUST0082,CUST0082,2026-05-14,debit,groceries,1339,80285
TXN000028_CUST0082,CUST0082,2026-05-20,debit,utility_bill,2335,77950
TXN000029_CUST0082,CUST0082,2026-05-20,debit,rent,9655,68295
TXN000030_CUST0082,CUST0082,2026-05-25,debit,groceries,1750,66545
TXN000031_CUST0082,CUST0082,2026-05-31,debit,p2p,1687,64858
TXN000032_CUST0082,CUST0082,2026-06-01,credit,salary,39879,104737
TXN000033_CUST0082,CUST0082,2026-06-01,debit,groceries,701,104036
TXN000034_CUST0082,CUST0082,2026-06-05,debit,rent,9358,94678
TXN000035_CUST0082,CUST0082,2026-06-06,debit,entertainment,1734,92944
TXN000036_CUST0082,CUST0082,2026-06-07,debit,entertainment,1933,91011
TXN000037_CUST0082,CUST0082,2026-06-08,debit,utility_bill,1413,89598
TXN000038_CUST0082,CUST0082,2026-06-10,debit,entertainment,2396,87202
TXN000039_CUST0082,CUST0082,2026-06-16,debit,p2p,1700,85502
TXN000040_CUST0082,CUST0082,2026-06-17,debit,entertainment,2161,83341
TXN000041_CUST0082,CUST0082,2026-06-19,debit,utility_bill,407,82934
TXN000042_CUST0082,CUST0082,2026-06-22,debit,groceries,754,82180
TXN000043_CUST0082,CUST0082,2026-06-23,debit,p2p,884,81296
TXN000044_CUST0082,CUST0082,2026-06-25,debit,p2p,1748,79548
TXN000045_CUST0082,CUST0082,2026-06-27,debit,p2p,2290,77258
TXN000046_CUST0082,CUST0082,2026-06-29,debit,entertainment,406,76852
TXN000047_CUST0082,CUST0082,2026-07-01,credit,salary,38651,115503
TXN000048_CUST0082,CUST0082,2026-07-02,debit,utility_bill,183,115320
TXN000049_CUST0082,CUST0082,2026-07-05,debit,rent,4436,110884
TXN000050_CUST0082,CUST0082,2026-07-06,debit,groceries,2259,108625
TXN000051_CUST0082,CUST0082,2026-07-07,debit,entertainment,218,108407
TXN000052_CUST0082,CUST0082,2026-07-08,debit,utility_bill,1330,107077
TXN000053_CUST0082,CUST0082,2026-07-10,debit,utility_bill,656,106421
TXN000054_CUST0082,CUST0082,2026-07-11,debit,groceries,751,105670
TXN000055_CUST0082,CUST0082,2026-07-16,debit,groceries,1285,104385
TXN000056_CUST0082,CUST0082,2026-07-19,debit,groceries,2354,102031
TXN000057_CUST0082,CUST0082,2026-07-20,debit,rent,6644,95387
TXN000058_CUST0082,CUST0082,2026-07-21,debit,utility_bill,2057,93330
TXN000059_CUST0082,CUST0082,2026-07-25,debit,p2p,334,92996
TXN000060_CUST0082,CUST0082,2026-07-27,debit,groceries,1899,91097
TXN000061_CUST0082,CUST0082,2026-07-29,debit,groceries,1038,90059
TXN000062_CUST0082,CUST0082,2026-08-01,credit,salary,39841,129900
TXN000063_CUST0082,CUST0082,2026-08-07,debit,p2p,816,129084
TXN000064_CUST0082,CUST0082,2026-08-09,debit,entertainment,2277,126807
TXN000065_CUST0082,CUST0082,2026-08-13,debit,p2p,1631,125176
TXN000066_CUST0082,CUST0082,2026-08-16,debit,p2p,672,124504
TXN000067_CUST0082,CUST0082,2026-08-19,debit,utility_bill,950,123554
TXN000068_CUST0082,CUST0082,2026-08-22,debit,p2p,1360,122194
TXN000069_CUST0082,CUST0082,2026-08-24,debit,p2p,979,121215
TXN000070_CUST0082,CUST0082,2026-08-25,debit,groceries,2058,119157
TXN000001_CUST0083,CUST0083,2026-03-03,credit,salary,29556,30609
TXN000002_CUST0083,CUST0083,2026-03-03,debit,p2p,1343,29266
TXN000003_CUST0083,CUST0083,2026-03-04,debit,utility_bill,2492,26774
TXN000004_CUST0083,CUST0083,2026-03-05,debit,rent,7292,19482
TXN000005_CUST0083,CUST0083,2026-03-06,debit,entertainment,2182,17300
TXN000006_CUST0083,CUST0083,2026-03-07,debit,entertainment,3302,13998
TXN000007_CUST0083,CUST0083,2026-03-08,debit,utility_bill,2613,11385
TXN000008_CUST0083,CUST0083,2026-03-09,debit,entertainment,1625,9760
TXN000009_CUST0083,CUST0083,2026-03-10,debit,entertainment,723,9037
TXN000010_CUST0083,CUST0083,2026-03-12,debit,entertainment,1683,7354
TXN000011_CUST0083,CUST0083,2026-03-13,debit,utility_bill,3335,4019
TXN000012_CUST0083,CUST0083,2026-03-17,debit,utility_bill,2022,1997
TXN000013_CUST0083,CUST0083,2026-03-21,debit,p2p,1300,697
TXN000014_CUST0083,CUST0083,2026-03-22,debit,groceries,462,235
TXN000015_CUST0083,CUST0083,2026-04-03,credit,salary,29325,29560
TXN000016_CUST0083,CUST0083,2026-04-04,debit,entertainment,3848,25712
TXN000017_CUST0083,CUST0083,2026-04-05,debit,groceries,777,24935
TXN000018_CUST0083,CUST0083,2026-04-05,debit,rent,3748,21187
TXN000019_CUST0083,CUST0083,2026-04-08,debit,p2p,1635,19552
TXN000020_CUST0083,CUST0083,2026-04-09,debit,entertainment,1892,17660
TXN000021_CUST0083,CUST0083,2026-04-11,debit,p2p,3733,13927
TXN000022_CUST0083,CUST0083,2026-04-12,debit,entertainment,2967,10960
TXN000023_CUST0083,CUST0083,2026-04-13,debit,groceries,3831,7129
TXN000024_CUST0083,CUST0083,2026-04-16,debit,utility_bill,873,6256
TXN000025_CUST0083,CUST0083,2026-04-20,debit,entertainment,2190,4066
TXN000026_CUST0083,CUST0083,2026-04-21,debit,utility_bill,2411,1655
TXN000027_CUST0083,CUST0083,2026-04-24,debit,utility_bill,1278,377
TXN000028_CUST0083,CUST0083,2026-05-03,credit,salary,29269,29646
TXN000029_CUST0083,CUST0083,2026-05-04,debit,entertainment,2675,26971
TXN000030_CUST0083,CUST0083,2026-05-05,debit,entertainment,2331,24640
TXN000031_CUST0083,CUST0083,2026-05-06,debit,groceries,2280,22360
TXN000032_CUST0083,CUST0083,2026-05-07,debit,entertainment,1976,20384
TXN000033_CUST0083,CUST0083,2026-05-08,debit,p2p,2047,18337
TXN000034_CUST0083,CUST0083,2026-05-09,debit,entertainment,1946,16391
TXN000035_CUST0083,CUST0083,2026-05-11,debit,utility_bill,892,15499
TXN000036_CUST0083,CUST0083,2026-05-13,debit,utility_bill,895,14604
TXN000037_CUST0083,CUST0083,2026-05-22,debit,p2p,3301,11303
TXN000038_CUST0083,CUST0083,2026-05-25,debit,groceries,1626,9677
TXN000039_CUST0083,CUST0083,2026-06-01,debit,entertainment,2042,7635
TXN000040_CUST0083,CUST0083,2026-06-03,credit,salary,28874,36509
TXN000041_CUST0083,CUST0083,2026-06-04,debit,utility_bill,787,35722
TXN000042_CUST0083,CUST0083,2026-06-05,debit,p2p,3076,32646
TXN000043_CUST0083,CUST0083,2026-06-06,debit,p2p,2534,30112
TXN000044_CUST0083,CUST0083,2026-06-08,debit,groceries,860,29252
TXN000045_CUST0083,CUST0083,2026-06-13,debit,utility_bill,1470,27782
TXN000046_CUST0083,CUST0083,2026-06-14,debit,groceries,3975,23807
TXN000047_CUST0083,CUST0083,2026-06-16,debit,groceries,2340,21467
TXN000048_CUST0083,CUST0083,2026-06-18,debit,utility_bill,3632,17835
TXN000049_CUST0083,CUST0083,2026-06-21,debit,entertainment,3376,14459
TXN000050_CUST0083,CUST0083,2026-06-30,debit,utility_bill,2446,12013
TXN000051_CUST0083,CUST0083,2026-07-02,debit,groceries,1254,10759
TXN000052_CUST0083,CUST0083,2026-07-03,credit,salary,29299,40058
TXN000053_CUST0083,CUST0083,2026-07-03,debit,entertainment,1778,38280
TXN000054_CUST0083,CUST0083,2026-07-04,debit,utility_bill,2402,35878
TXN000055_CUST0083,CUST0083,2026-07-05,debit,entertainment,2528,33350
TXN000056_CUST0083,CUST0083,2026-07-05,debit,rent,10997,22353
TXN000057_CUST0083,CUST0083,2026-07-06,debit,utility_bill,1878,20475
TXN000058_CUST0083,CUST0083,2026-07-08,debit,utility_bill,3813,16662
TXN000059_CUST0083,CUST0083,2026-07-10,debit,p2p,2839,13823
TXN000060_CUST0083,CUST0083,2026-07-11,debit,p2p,1301,12522
TXN000061_CUST0083,CUST0083,2026-07-14,debit,p2p,1133,11389
TXN000062_CUST0083,CUST0083,2026-07-17,debit,utility_bill,2889,8500
TXN000063_CUST0083,CUST0083,2026-07-22,debit,groceries,735,7765
TXN000064_CUST0083,CUST0083,2026-07-23,debit,groceries,1769,5996
TXN000065_CUST0083,CUST0083,2026-07-27,debit,utility_bill,2090,3906
TXN000066_CUST0083,CUST0083,2026-07-30,debit,groceries,1471,2435
TXN000067_CUST0083,CUST0083,2026-08-02,debit,entertainment,798,1637
TXN000068_CUST0083,CUST0083,2026-08-03,credit,salary,29342,30979
TXN000069_CUST0083,CUST0083,2026-08-03,debit,p2p,3781,27198
TXN000070_CUST0083,CUST0083,2026-08-04,debit,groceries,1677,25521
TXN000071_CUST0083,CUST0083,2026-08-07,debit,groceries,1803,23718
TXN000072_CUST0083,CUST0083,2026-08-09,debit,groceries,1962,21756
TXN000073_CUST0083,CUST0083,2026-08-10,debit,entertainment,2291,19465
TXN000074_CUST0083,CUST0083,2026-08-12,debit,utility_bill,549,18916
TXN000075_CUST0083,CUST0083,2026-08-13,debit,entertainment,884,18032
TXN000076_CUST0083,CUST0083,2026-08-14,debit,utility_bill,3519,14513
TXN000077_CUST0083,CUST0083,2026-08-15,debit,utility_bill,2170,12343
TXN000078_CUST0083,CUST0083,2026-08-18,debit,entertainment,2724,9619
TXN000001_CUST0084,CUST0084,2026-03-02,credit,salary,62415,72852
TXN000002_CUST0084,CUST0084,2026-03-04,debit,p2p,1412,71440
TXN000003_CUST0084,CUST0084,2026-03-05,debit,rent,10643,60797
TXN000004_CUST0084,CUST0084,2026-03-07,debit,utility_bill,1844,58953
TXN000005_CUST0084,CUST0084,2026-03-08,debit,entertainment,2230,56723
TXN000006_CUST0084,CUST0084,2026-03-09,debit,entertainment,407,56316
TXN000007_CUST0084,CUST0084,2026-03-10,debit,p2p,2092,54224
TXN000008_CUST0084,CUST0084,2026-03-11,debit,p2p,2201,52023
TXN000009_CUST0084,CUST0084,2026-03-17,debit,utility_bill,946,51077
TXN000010_CUST0084,CUST0084,2026-03-20,debit,entertainment,359,50718
TXN000011_CUST0084,CUST0084,2026-03-20,debit,rent,6289,44429
TXN000012_CUST0084,CUST0084,2026-03-21,debit,entertainment,2168,42261
TXN000013_CUST0084,CUST0084,2026-03-28,debit,p2p,2272,39989
TXN000014_CUST0084,CUST0084,2026-04-01,debit,p2p,1962,38027
TXN000015_CUST0084,CUST0084,2026-04-02,credit,salary,63903,101930
TXN000016_CUST0084,CUST0084,2026-04-02,debit,utility_bill,1276,100654
TXN000017_CUST0084,CUST0084,2026-04-07,debit,groceries,1643,99011
TXN000018_CUST0084,CUST0084,2026-04-08,debit,entertainment,844,98167
TXN000019_CUST0084,CUST0084,2026-04-10,debit,p2p,2297,95870
TXN000020_CUST0084,CUST0084,2026-04-12,debit,utility_bill,1209,94661
TXN000021_CUST0084,CUST0084,2026-04-13,debit,groceries,1120,93541
TXN000022_CUST0084,CUST0084,2026-04-16,debit,groceries,2124,91417
TXN000023_CUST0084,CUST0084,2026-04-20,debit,p2p,1800,89617
TXN000024_CUST0084,CUST0084,2026-04-21,debit,groceries,1164,88453
TXN000025_CUST0084,CUST0084,2026-04-27,debit,groceries,2094,86359
TXN000026_CUST0084,CUST0084,2026-04-28,debit,utility_bill,376,85983
TXN000027_CUST0084,CUST0084,2026-05-01,debit,groceries,1732,84251
TXN000028_CUST0084,CUST0084,2026-05-02,credit,salary,62571,146822
TXN000029_CUST0084,CUST0084,2026-05-05,debit,groceries,728,146094
TXN000030_CUST0084,CUST0084,2026-05-05,debit,rent,11462,134632
TXN000031_CUST0084,CUST0084,2026-05-06,debit,entertainment,1918,132714
TXN000032_CUST0084,CUST0084,2026-05-07,debit,p2p,1766,130948
TXN000033_CUST0084,CUST0084,2026-05-10,debit,entertainment,1918,129030
TXN000034_CUST0084,CUST0084,2026-05-12,debit,utility_bill,2139,126891
TXN000035_CUST0084,CUST0084,2026-05-13,debit,entertainment,1233,125658
TXN000036_CUST0084,CUST0084,2026-05-14,debit,utility_bill,369,125289
TXN000037_CUST0084,CUST0084,2026-05-17,debit,groceries,368,124921
TXN000038_CUST0084,CUST0084,2026-05-19,debit,entertainment,1936,122985
TXN000039_CUST0084,CUST0084,2026-05-20,debit,groceries,1493,121492
TXN000040_CUST0084,CUST0084,2026-05-20,debit,rent,7899,113593
TXN000041_CUST0084,CUST0084,2026-05-22,debit,entertainment,2098,111495
TXN000042_CUST0084,CUST0084,2026-05-28,debit,groceries,1229,110266
TXN000043_CUST0084,CUST0084,2026-05-29,debit,p2p,1981,108285
TXN000044_CUST0084,CUST0084,2026-06-02,credit,salary,63215,171500
TXN000045_CUST0084,CUST0084,2026-06-04,debit,p2p,901,170599
TXN000046_CUST0084,CUST0084,2026-06-05,debit,rent,10656,159943
TXN000047_CUST0084,CUST0084,2026-06-06,debit,entertainment,2312,157631
TXN000048_CUST0084,CUST0084,2026-06-17,debit,entertainment,538,157093
TXN000049_CUST0084,CUST0084,2026-06-20,debit,entertainment,2041,155052
TXN000050_CUST0084,CUST0084,2026-06-20,debit,rent,11534,143518
TXN000051_CUST0084,CUST0084,2026-06-23,debit,utility_bill,1167,142351
TXN000052_CUST0084,CUST0084,2026-06-27,debit,groceries,2154,140197
TXN000053_CUST0084,CUST0084,2026-07-02,credit,salary,64157,204354
TXN000054_CUST0084,CUST0084,2026-07-05,debit,entertainment,296,204058
TXN000055_CUST0084,CUST0084,2026-07-09,debit,p2p,2248,201810
TXN000056_CUST0084,CUST0084,2026-07-12,debit,p2p,2044,199766
TXN000057_CUST0084,CUST0084,2026-07-13,debit,p2p,1316,198450
TXN000058_CUST0084,CUST0084,2026-07-15,debit,p2p,1224,197226
TXN000059_CUST0084,CUST0084,2026-07-20,debit,entertainment,2419,194807
TXN000060_CUST0084,CUST0084,2026-07-25,debit,groceries,1903,192904
TXN000061_CUST0084,CUST0084,2026-07-30,debit,p2p,1244,191660
TXN000062_CUST0084,CUST0084,2026-08-02,credit,salary,63686,255346
TXN000063_CUST0084,CUST0084,2026-08-05,debit,utility_bill,287,255059
TXN000064_CUST0084,CUST0084,2026-08-05,debit,rent,9090,245969
