attempt_id,mandate_id,customer_id,merchant_name,scheduled_date,attempt_date,attempt_number,amount_required,balance_at_attempt,status,failure_reason,ground_truth_retry_date,ground_truth_recoverable
ATMPT00414,MNDT00067,CUST0038,SIP - Mutual Fund,2026-03-25,2026-03-25,1,5000,175,FAILED,INSUFFICIENT_BALANCE,2026-04-05,TRUE
ATMPT00415,MNDT00067,CUST0038,SIP - Mutual Fund,2026-03-25,2026-03-27,2,5000,175,FAILED,INSUFFICIENT_BALANCE,,
ATMPT00416,MNDT00067,CUST0038,SIP - Mutual Fund,2026-03-25,2026-03-29,3,5000,175,FAILED,INSUFFICIENT_BALANCE,,
ATMPT00417,MNDT00067,CUST0038,SIP - Mutual Fund,2026-04-25,2026-04-25,1,5000,1944,FAILED,INSUFFICIENT_BALANCE,2026-05-11,TRUE
ATMPT00418,MNDT00067,CUST0038,SIP - Mutual Fund,2026-04-25,2026-04-27,2,5000,1721,FAILED,INSUFFICIENT_BALANCE,,
ATMPT00419,MNDT00067,CUST0038,SIP - Mutual Fund,2026-04-25,2026-04-29,3,5000,1721,FAILED,INSUFFICIENT_BALANCE,,
ATMPT00420,MNDT00067,CUST0038,SIP - Mutual Fund,2026-05-25,2026-05-25,1,5000,25101,SUCCESS,,,FALSE
ATMPT00421,MNDT00067,CUST0038,SIP - Mutual Fund,2026-06-25,2026-06-25,1,5000,8719,SUCCESS,,,FALSE
ATMPT00422,MNDT00067,CUST0038,SIP - Mutual Fund,2026-07-25,2026-07-25,1,5000,9144,FAILED,TECHNICAL_FAILURE,2026-07-26,TRUE
ATMPT00423,MNDT00067,CUST0038,SIP - Mutual Fund,2026-07-25,2026-07-27,2,5000,9144,SUCCESS,,,
ATMPT00424,MNDT00067,CUST0038,SIP - Mutual Fund,2026-08-25,2026-08-25,1,5000,7677,SUCCESS,,,FALSE
ATMPT00425,MNDT00068,CUST0039,Cult.fit Gym,2026-03-05,2026-03-05,1,1499,64851,SUCCESS,,,FALSE
ATMPT00426,MNDT00068,CUST0039,Cult.fit Gym,2026-04-05,2026-04-05,1,1499,104050,SUCCESS,,,FALSE
ATMPT00427,MNDT00068,CUST0039,Cult.fit Gym,2026-05-05,2026-05-05,1,1499,136898,SUCCESS,,,FALSE
ATMPT00428,MNDT00068,CUST0039,Cult.fit Gym,2026-06-05,2026-06-05,1,1499,161888,SUCCESS,,,FALSE
ATMPT00429,MNDT00068,CUST0039,Cult.fit Gym,2026-07-05,2026-07-05,1,1499,204193,SUCCESS,,,FALSE
ATMPT00430,MNDT00068,CUST0039,Cult.fit Gym,2026-08-05,2026-08-05,1,1499,227488,SUCCESS,,,FALSE
ATMPT00431,MNDT00069,CUST0039,Personal Loan EMI,2026-03-15,2026-03-15,1,8500,61651,SUCCESS,,,FALSE
ATMPT00432,MNDT00069,CUST0039,Personal Loan EMI,2026-04-15,2026-04-15,1,8500,97625,SUCCESS,,,FALSE
ATMPT00433,MNDT00069,CUST0039,Personal Loan EMI,2026-05-15,2026-05-15,1,8500,130189,SUCCESS,,,FALSE
ATMPT00434,MNDT00069,CUST0039,Personal Loan EMI,2026-06-15,2026-06-15,1,8500,155456,SUCCESS,,,FALSE
ATMPT00435,MNDT00069,CUST0039,Personal Loan EMI,2026-07-15,2026-07-15,1,8500,198655,SUCCESS,,,FALSE
ATMPT00436,MNDT00069,CUST0039,Personal Loan EMI,2026-08-15,2026-08-15,1,8500,221821,SUCCESS,,,FALSE
ATMPT00437,MNDT00070,CUST0039,Bike Loan EMI,2026-03-01,2026-03-01,1,3200,77222,SUCCESS,,,FALSE
ATMPT00438,MNDT00070,CUST0039,Bike Loan EMI,2026-04-01,2026-04-01,1,3200,107683,SUCCESS,,,FALSE
ATMPT00439,MNDT00070,CUST0039,Bike Loan EMI,2026-05-01,2026-05-01,1,3200,138509,SUCCESS,,,FALSE
ATMPT00440,MNDT00070,CUST0039,Bike Loan EMI,2026-06-01,2026-06-01,1,3200,174361,SUCCESS,,,FALSE
ATMPT00441,MNDT00070,CUST0039,Bike Loan EMI,2026-07-01,2026-07-01,1,3200,208488,FAILED,BANK_DECLINED,2026-07-02,TRUE
ATMPT00442,MNDT00070,CUST0039,Bike Loan EMI,2026-07-01,2026-07-03,2,3200,206418,SUCCESS,,,
ATMPT00443,MNDT00070,CUST0039,Bike Loan EMI,2026-08-01,2026-08-01,1,3200,240945,SUCCESS,,,FALSE
ATMPT00444,MNDT00072,CUST0040,Health Insurance,2026-03-14,2026-03-14,1,1850,39332,SUCCESS,,,FALSE
ATMPT00445,MNDT00072,CUST0040,Health Insurance,2026-04-14,2026-04-14,1,1850,77084,SUCCESS,,,FALSE
ATMPT00446,MNDT00072,CUST0040,Health Insurance,2026-05-14,2026-05-14,1,1850,108772,SUCCESS,,,FALSE
ATMPT00447,MNDT00072,CUST0040,Health Insurance,2026-06-14,2026-06-14,1,1850,126976,SUCCESS,,,FALSE
ATMPT00448,MNDT00072,CUST0040,Health Insurance,2026-07-14,2026-07-14,1,1850,182019,FAILED,ACCOUNT_ISSUE,,FALSE
ATMPT00449,MNDT00072,CUST0040,Health Insurance,2026-07-14,2026-07-16,2,1850,181494,SUCCESS,,,
ATMPT00450,MNDT00072,CUST0040,Health Insurance,2026-08-14,2026-08-14,1,1850,211443,SUCCESS,,,FALSE
ATMPT00451,MNDT00073,CUST0041,Bike Loan EMI,2026-03-09,2026-03-09,1,3200,34881,SUCCESS,,,FALSE
ATMPT00452,MNDT00073,CUST0041,Bike Loan EMI,2026-04-09,2026-04-09,1,3200,40267,SUCCESS,,,FALSE
ATMPT00453,MNDT00073,CUST0041,Bike Loan EMI,2026-05-09,2026-05-09,1,3200,46073,SUCCESS,,,FALSE
ATMPT00454,MNDT00073,CUST0041,Bike Loan EMI,2026-06-09,2026-06-09,1,3200,69015,SUCCESS,,,FALSE
ATMPT00455,MNDT00073,CUST0041,Bike Loan EMI,2026-07-09,2026-07-09,1,3200,77247,SUCCESS,,,FALSE
ATMPT00456,MNDT00073,CUST0041,Bike Loan EMI,2026-08-09,2026-08-09,1,3200,82880,SUCCESS,,,FALSE
ATMPT00457,MNDT00074,CUST0041,Spotify Premium,2026-03-06,2026-03-06,1,119,36951,SUCCESS,,,FALSE
ATMPT00458,MNDT00074,CUST0041,Spotify Premium,2026-04-06,2026-04-06,1,119,47318,SUCCESS,,,FALSE
ATMPT00459,MNDT00074,CUST0041,Spotify Premium,2026-05-06,2026-05-06,1,119,46073,SUCCESS,,,FALSE
ATMPT00460,MNDT00074,CUST0041,Spotify Premium,2026-06-06,2026-06-06,1,119,73112,SUCCESS,,,FALSE
ATMPT00461,MNDT00074,CUST0041,Spotify Premium,2026-07-06,2026-07-06,1,119,79855,FAILED,BANK_DECLINED,2026-07-07,TRUE
ATMPT00462,MNDT00074,CUST0041,Spotify Premium,2026-07-06,2026-07-08,2,119,77247,SUCCESS,,,
ATMPT00463,MNDT00074,CUST0041,Spotify Premium,2026-08-06,2026-08-06,1,119,85876,SUCCESS,,,FALSE
ATMPT00464,MNDT00075,CUST0042,Zomato Gold,2026-03-27,2026-03-27,1,299,35919,SUCCESS,,,FALSE
ATMPT00465,MNDT00075,CUST0042,Zomato Gold,2026-04-27,2026-04-27,1,299,64476,SUCCESS,,,FALSE
ATMPT00466,MNDT00075,CUST0042,Zomato Gold,2026-05-27,2026-05-27,1,299,97897,SUCCESS,,,FALSE
ATMPT00467,MNDT00075,CUST0042,Zomato Gold,2026-06-27,2026-06-27,1,299,132634,SUCCESS,,,FALSE
ATMPT00468,MNDT00075,CUST0042,Zomato Gold,2026-07-27,2026-07-27,1,299,167077,SUCCESS,,,FALSE
ATMPT00469,MNDT00075,CUST0042,Zomato Gold,2026-08-27,2026-08-27,1,299,201390,SUCCESS,,,FALSE
ATMPT00470,MNDT00076,CUST0042,Netflix,2026-03-19,2026-03-19,1,199,50713,FAILED,MANDATE_REVOKED,,FALSE
ATMPT00471,MNDT00077,CUST0042,LIC Premium,2026-03-07,2026-03-07,1,2499,1412,FAILED,INSUFFICIENT_BALANCE,2026-03-14,TRUE
ATMPT00472,MNDT00077,CUST0042,LIC Premium,2026-03-07,2026-03-09,2,2499,1412,FAILED,INSUFFICIENT_BALANCE,,
ATMPT00473,MNDT00077,CUST0042,LIC Premium,2026-03-07,2026-03-11,3,2499,344,FAILED,INSUFFICIENT_BALANCE,,
ATMPT00474,MNDT00077,CUST0042,LIC Premium,2026-04-07,2026-04-07,1,2499,26007,SUCCESS,,,FALSE
ATMPT00475,MNDT00077,CUST0042,LIC Premium,2026-05-07,2026-05-07,1,2499,61450,SUCCESS,,,FALSE
ATMPT00476,MNDT00077,CUST0042,LIC Premium,2026-06-07,2026-06-07,1,2499,91593,SUCCESS,,,FALSE
ATMPT00477,MNDT00077,CUST0042,LIC Premium,2026-07-07,2026-07-07,1,2499,128357,SUCCESS,,,FALSE
ATMPT00478,MNDT00077,CUST0042,LIC Premium,2026-08-07,2026-08-07,1,2499,147433,SUCCESS,,,FALSE
ATMPT00479,MNDT00078,CUST0043,Personal Loan EMI,2026-03-03,2026-03-03,1,19815,43695,SUCCESS,,,FALSE
ATMPT00480,MNDT00078,CUST0043,Personal Loan EMI,2026-04-03,2026-04-03,1,19815,71174,SUCCESS,,,FALSE
ATMPT00481,MNDT00078,CUST0043,Personal Loan EMI,2026-05-03,2026-05-03,1,19815,97753,FAILED,ACCOUNT_ISSUE,,FALSE
ATMPT00482,MNDT00078,CUST0043,Personal Loan EMI,2026-05-03,2026-05-05,2,19815,95867,SUCCESS,,,
ATMPT00483,MNDT00078,CUST0043,Personal Loan EMI,2026-06-03,2026-06-03,1,19815,125151,SUCCESS,,,FALSE
ATMPT00484,MNDT00078,CUST0043,Personal Loan EMI,2026-07-03,2026-07-03,1,19815,139270,SUCCESS,,,FALSE
ATMPT00485,MNDT00078,CUST0043,Personal Loan EMI,2026-08-03,2026-08-03,1,19815,154123,FAILED,BANK_DECLINED,2026-08-04,TRUE
ATMPT00486,MNDT00078,CUST0043,Personal Loan EMI,2026-08-03,2026-08-05,2,19815,142982,SUCCESS,,,
ATMPT00487,MNDT00079,CUST0043,Jio Fiber,2026-03-06,2026-03-06,1,999,39639,SUCCESS,,,FALSE
ATMPT00488,MNDT00079,CUST0043,Jio Fiber,2026-04-06,2026-04-06,1,999,62542,SUCCESS,,,FALSE
ATMPT00489,MNDT00079,CUST0043,Jio Fiber,2026-05-06,2026-05-06,1,999,95867,SUCCESS,,,FALSE
ATMPT00490,MNDT00079,CUST0043,Jio Fiber,2026-06-06,2026-06-06,1,999,123482,SUCCESS,,,FALSE
ATMPT00491,MNDT00079,CUST0043,Jio Fiber,2026-07-06,2026-07-06,1,999,131189,SUCCESS,,,FALSE
ATMPT00492,MNDT00079,CUST0043,Jio Fiber,2026-08-06,2026-08-06,1,999,142982,FAILED,TECHNICAL_FAILURE,2026-08-07,TRUE
ATMPT00493,MNDT00079,CUST0043,Jio Fiber,2026-08-06,2026-08-08,2,999,142982,SUCCESS,,,
ATMPT00494,MNDT00080,CUST0044,Jio Fiber,2026-03-03,2026-03-03,1,999,2133,FAILED,TECHNICAL_FAILURE,2026-03-04,TRUE
ATMPT00495,MNDT00080,CUST0044,Jio Fiber,2026-03-03,2026-03-05,2,999,1759,SUCCESS,,,
ATMPT00496,MNDT00080,CUST0044,Jio Fiber,2026-04-03,2026-04-03,1,999,281,FAILED,INSUFFICIENT_BALANCE,2026-04-05,TRUE
ATMPT00497,MNDT00080,CUST0044,Jio Fiber,2026-04-03,2026-04-05,2,999,5816,SUCCESS,,,
ATMPT00498,MNDT00080,CUST0044,Jio Fiber,2026-05-03,2026-05-03,1,999,6152,SUCCESS,,,FALSE
ATMPT00499,MNDT00080,CUST0044,Jio Fiber,2026-06-03,2026-06-03,1,999,2460,SUCCESS,,,FALSE
ATMPT00500,MNDT00080,CUST0044,Jio Fiber,2026-07-03,2026-07-03,1,999,18095,SUCCESS,,,FALSE
ATMPT00501,MNDT00080,CUST0044,Jio Fiber,2026-08-03,2026-08-03,1,999,10080,SUCCESS,,,FALSE
ATMPT00502,MNDT00081,CUST0044,Personal Loan EMI,2026-03-16,2026-03-16,1,8500,4624,FAILED,INSUFFICIENT_BALANCE,,FALSE
ATMPT00503,MNDT00081,CUST0044,Personal Loan EMI,2026-03-16,2026-03-18,2,8500,4624,FAILED,INSUFFICIENT_BALANCE,,
ATMPT00504,MNDT00081,CUST0044,Personal Loan EMI,2026-03-16,2026-03-20,3,8500,1204,FAILED,INSUFFICIENT_BALANCE,,
ATMPT00505,MNDT00081,CUST0044,Personal Loan EMI,2026-04-16,2026-04-16,1,8500,2085,FAILED,INSUFFICIENT_BALANCE,2026-05-10,TRUE
ATMPT00506,MNDT00081,CUST0044,Personal Loan EMI,2026-04-16,2026-04-18,2,8500,846,FAILED,INSUFFICIENT_BALANCE,,
ATMPT00507,MNDT00081,CUST0044,Personal Loan EMI,2026-04-16,2026-04-20,3,8500,846,FAILED,INSUFFICIENT_BALANCE,,
ATMPT00508,MNDT00081,CUST0044,Personal Loan EMI,2026-05-16,2026-05-16,1,8500,9173,SUCCESS,,,FALSE
ATMPT00509,MNDT00081,CUST0044,Personal Loan EMI,2026-06-16,2026-06-16,1,8500,4488,FAILED,INSUFFICIENT_BALANCE,2026-06-22,TRUE
ATMPT00510,MNDT00081,CUST0044,Personal Loan EMI,2026-06-16,2026-06-18,2,8500,4488,FAILED,INSUFFICIENT_BALANCE,,
ATMPT00511,MNDT00081,CUST0044,Personal Loan EMI,2026-06-16,2026-06-20,3,8500,4063,FAILED,INSUFFICIENT_BALANCE,,
ATMPT00512,MNDT00081,CUST0044,Personal Loan EMI,2026-07-16,2026-07-16,1,8500,3455,FAILED,INSUFFICIENT_BALANCE,2026-07-31,TRUE
ATMPT00513,MNDT00081,CUST0044,Personal Loan EMI,2026-07-16,2026-07-18,2,8500,3455,FAILED,INSUFFICIENT_BALANCE,,
ATMPT00514,MNDT00081,CUST0044,Personal Loan EMI,2026-07-16,2026-07-20,3,8500,6713,FAILED,INSUFFICIENT_BALANCE,,
ATMPT00515,MNDT00081,CUST0044,Personal Loan EMI,2026-08-16,2026-08-16,1,8500,12566,SUCCESS,,,FALSE
ATMPT00516,MNDT00082,CUST0044,SIP - Mutual Fund,2026-03-24,2026-03-24,1,5000,281,FAILED,INSUFFICIENT_BALANCE,2026-04-05,TRUE
ATMPT00517,MNDT00082,CUST0044,SIP - Mutual Fund,2026-03-24,2026-03-26,2,5000,281,FAILED,INSUFFICIENT_BALANCE,,
ATMPT00518,MNDT00082,CUST0044,SIP - Mutual Fund,2026-03-24,2026-03-28,3,5000,281,FAILED,INSUFFICIENT_BALANCE,,
ATMPT00519,MNDT00082,CUST0044,SIP - Mutual Fund,2026-04-24,2026-04-24,1,5000,2298,FAILED,INSUFFICIENT_BALANCE,2026-05-01,TRUE
ATMPT00520,MNDT00082,CUST0044,SIP - Mutual Fund,2026-04-24,2026-04-26,2,5000,2298,FAILED,INSUFFICIENT_BALANCE,,
ATMPT00521,MNDT00082,CUST0044,SIP - Mutual Fund,2026-04-24,2026-04-28,3,5000,202,FAILED,INSUFFICIENT_BALANCE,,
ATMPT00522,MNDT00082,CUST0044,SIP - Mutual Fund,2026-05-24,2026-05-24,1,5000,1489,FAILED,INSUFFICIENT_BALANCE,2026-05-31,TRUE
ATMPT00523,MNDT00082,CUST0044,SIP - Mutual Fund,2026-05-24,2026-05-26,2,5000,491,FAILED,INSUFFICIENT_BALANCE,,
ATMPT00524,MNDT00082,CUST0044,SIP - Mutual Fund,2026-05-24,2026-05-28,3,5000,113,FAILED,INSUFFICIENT_BALANCE,,
ATMPT00525,MNDT00082,CUST0044,SIP - Mutual Fund,2026-06-24,2026-06-24,1,5000,17051,SUCCESS,,,FALSE
ATMPT00526,MNDT00082,CUST0044,SIP - Mutual Fund,2026-07-24,2026-07-24,1,5000,3289,FAILED,INSUFFICIENT_BALANCE,2026-07-27,TRUE
ATMPT00527,MNDT00082,CUST0044,SIP - Mutual Fund,2026-07-24,2026-07-26,2,5000,2343,FAILED,INSUFFICIENT_BALANCE,,
ATMPT00528,MNDT00082,CUST0044,SIP - Mutual Fund,2026-07-24,2026-07-28,3,5000,6389,SUCCESS,,,
ATMPT00529,MNDT00082,CUST0044,SIP - Mutual Fund,2026-08-24,2026-08-24,1,5000,12091,SUCCESS,,,FALSE
ATMPT00530,MNDT00083,CUST0045,Zomato Gold,2026-03-22,2026-03-22,1,299,63214,SUCCESS,,,FALSE
ATMPT00531,MNDT00083,CUST0045,Zomato Gold,2026-04-22,2026-04-22,1,299,114340,SUCCESS,,,FALSE
ATMPT00532,MNDT00083,CUST0045,Zomato Gold,2026-05-22,2026-05-22,1,299,160508,SUCCESS,,,FALSE
ATMPT00533,MNDT00083,CUST0045,Zomato Gold,2026-06-22,2026-06-22,1,299,208062,SUCCESS,,,FALSE
ATMPT00534,MNDT00083,CUST0045,Zomato Gold,2026-07-22,2026-07-22,1,299,257616,SUCCESS,,,FALSE
ATMPT00535,MNDT00083,CUST0045,Zomato Gold,2026-08-22,2026-08-22,1,299,300593,SUCCESS,,,FALSE
ATMPT00536,MNDT00084,CUST0046,Health Insurance,2026-03-03,2026-03-03,1,1850,53236,SUCCESS,,,FALSE
ATMPT00537,MNDT00084,CUST0046,Health Insurance,2026-04-03,2026-04-03,1,1850,73011,SUCCESS,,,FALSE
ATMPT00538,MNDT00084,CUST0046,Health Insurance,2026-05-03,2026-05-03,1,1850,104413,SUCCESS,,,FALSE
ATMPT00539,MNDT00084,CUST0046,Health Insurance,2026-06-03,2026-06-03,1,1850,130436,SUCCESS,,,FALSE
ATMPT00540,MNDT00084,CUST0046,Health Insurance,2026-07-03,2026-07-03,1,1850,153831,SUCCESS,,,FALSE
ATMPT00541,MNDT00084,CUST0046,Health Insurance,2026-08-03,2026-08-03,1,1850,179414,SUCCESS,,,FALSE
ATMPT00542,MNDT00085,CUST0047,Spotify Premium,2026-03-01,2026-03-01,1,119,11276,SUCCESS,,,FALSE
ATMPT00543,MNDT00085,CUST0047,Spotify Premium,2026-04-01,2026-04-01,1,119,78303,FAILED,ACCOUNT_ISSUE,,FALSE
ATMPT00544,MNDT00085,CUST0047,Spotify Premium,2026-04-01,2026-04-03,2,119,164044,SUCCESS,,,
ATMPT00545,MNDT00085,CUST0047,Spotify Premium,2026-05-01,2026-05-01,1,119,142418,SUCCESS,,,FALSE
ATMPT00546,MNDT00085,CUST0047,Spotify Premium,2026-06-01,2026-06-01,1,119,210692,SUCCESS,,,FALSE
ATMPT00547,MNDT00085,CUST0047,Spotify Premium,2026-07-01,2026-07-01,1,119,280686,SUCCESS,,,FALSE
ATMPT00548,MNDT00085,CUST0047,Spotify Premium,2026-08-01,2026-08-01,1,119,342628,SUCCESS,,,FALSE
ATMPT00549,MNDT00086,CUST0047,LIC Premium,2026-03-02,2026-03-02,1,2499,11276,SUCCESS,,,FALSE
ATMPT00550,MNDT00086,CUST0047,LIC Premium,2026-04-02,2026-04-02,1,2499,78303,SUCCESS,,,FALSE
ATMPT00551,MNDT00086,CUST0047,LIC Premium,2026-05-02,2026-05-02,1,2499,142418,SUCCESS,,,FALSE
ATMPT00552,MNDT00086,CUST0047,LIC Premium,2026-06-02,2026-06-02,1,2499,210692,SUCCESS,,,FALSE
ATMPT00553,MNDT00086,CUST0047,LIC Premium,2026-07-02,2026-07-02,1,2499,280686,SUCCESS,,,FALSE
ATMPT00554,MNDT00086,CUST0047,LIC Premium,2026-08-02,2026-08-02,1,2499,342628,SUCCESS,,,FALSE
ATMPT00555,MNDT00087,CUST0048,Cult.fit Gym,2026-03-16,2026-03-16,1,1499,674,FAILED,INSUFFICIENT_BALANCE,2026-03-23,TRUE
ATMPT00556,MNDT00087,CUST0048,Cult.fit Gym,2026-03-16,2026-03-18,2,1499,519,FAILED,INSUFFICIENT_BALANCE,,
ATMPT00557,MNDT00087,CUST0048,Cult.fit Gym,2026-03-16,2026-03-20,3,1499,519,FAILED,INSUFFICIENT_BALANCE,,
ATMPT00558,MNDT00087,CUST0048,Cult.fit Gym,2026-04-16,2026-04-16,1,1499,6313,SUCCESS,,,FALSE
ATMPT00559,MNDT00087,CUST0048,Cult.fit Gym,2026-05-16,2026-05-16,1,1499,4463,FAILED,ACCOUNT_ISSUE,,FALSE
ATMPT00560,MNDT00087,CUST0048,Cult.fit Gym,2026-05-16,2026-05-18,2,1499,1854,SUCCESS,,,
ATMPT00561,MNDT00087,CUST0048,Cult.fit Gym,2026-06-16,2026-06-16,1,1499,26,FAILED,INSUFFICIENT_BALANCE,2026-06-23,TRUE
ATMPT00562,MNDT00087,CUST0048,Cult.fit Gym,2026-06-16,2026-06-18,2,1499,26,FAILED,INSUFFICIENT_BALANCE,,
ATMPT00563,MNDT00087,CUST0048,Cult.fit Gym,2026-06-16,2026-06-20,3,1499,26,FAILED,INSUFFICIENT_BALANCE,,
ATMPT00564,MNDT00087,CUST0048,Cult.fit Gym,2026-07-16,2026-07-16,1,1499,643,FAILED,INSUFFICIENT_BALANCE,2026-07-28,TRUE
ATMPT00565,MNDT00087,CUST0048,Cult.fit Gym,2026-07-16,2026-07-18,2,1499,643,FAILED,INSUFFICIENT_BALANCE,,
ATMPT00566,MNDT00087,CUST0048,Cult.fit Gym,2026-07-16,2026-07-20,3,1499,643,FAILED,INSUFFICIENT_BALANCE,,
ATMPT00567,MNDT00087,CUST0048,Cult.fit Gym,2026-08-16,2026-08-16,1,1499,1191,FAILED,ACCOUNT_ISSUE,,FALSE
ATMPT00568,MNDT00087,CUST0048,Cult.fit Gym,2026-08-16,2026-08-18,2,1499,1191,FAILED,INSUFFICIENT_BALANCE,,
ATMPT00569,MNDT00087,CUST0048,Cult.fit Gym,2026-08-16,2026-08-20,3,1499,21,FAILED,INSUFFICIENT_BALANCE,,
ATMPT00570,MNDT00088,CUST0048,Jio Fiber,2026-03-06,2026-03-06,1,999,3771,SUCCESS,,,FALSE
ATMPT00571,MNDT00088,CUST0048,Jio Fiber,2026-04-06,2026-04-06,1,999,491,FAILED,INSUFFICIENT_BALANCE,2026-04-12,TRUE
ATMPT00572,MNDT00088,CUST0048,Jio Fiber,2026-04-06,2026-04-08,2,999,491,FAILED,INSUFFICIENT_BALANCE,,
ATMPT00573,MNDT00088,CUST0048,Jio Fiber,2026-04-06,2026-04-10,3,999,491,FAILED,INSUFFICIENT_BALANCE,,
ATMPT00574,MNDT00088,CUST0048,Jio Fiber,2026-05-06,2026-05-06,1,999,1948,SUCCESS,,,FALSE
ATMPT00575,MNDT00088,CUST0048,Jio Fiber,2026-06-06,2026-06-06,1,999,1075,SUCCESS,,,FALSE
ATMPT00576,MNDT00088,CUST0048,Jio Fiber,2026-07-06,2026-07-06,1,999,643,FAILED,INSUFFICIENT_BALANCE,2026-07-28,TRUE
ATMPT00577,MNDT00088,CUST0048,Jio Fiber,2026-07-06,2026-07-08,2,999,643,FAILED,INSUFFICIENT_BALANCE,,
ATMPT00578,MNDT00088,CUST0048,Jio Fiber,2026-07-06,2026-07-10,3,999,643,FAILED,INSUFFICIENT_BALANCE,,
ATMPT00579,MNDT00088,CUST0048,Jio Fiber,2026-08-06,2026-08-06,1,999,4974,SUCCESS,,,FALSE
ATMPT00580,MNDT00089,CUST0048,Personal Loan EMI,2026-03-16,2026-03-16,1,8500,674,FAILED,INSUFFICIENT_BALANCE,,FALSE
ATMPT00581,MNDT00089,CUST0048,Personal Loan EMI,2026-03-16,2026-03-18,2,8500,519,FAILED,INSUFFICIENT_BALANCE,,
ATMPT00582,MNDT00089,CUST0048,Personal Loan EMI,2026-03-16,2026-03-20,3,8500,519,FAILED,INSUFFICIENT_BALANCE,,
ATMPT00583,MNDT00089,CUST0048,Personal Loan EMI,2026-04-16,2026-04-16,1,8500,6313,FAILED,BANK_DECLINED,,FALSE
ATMPT00584,MNDT00089,CUST0048,Personal Loan EMI,2026-04-16,2026-04-18,2,8500,4528,FAILED,INSUFFICIENT_BALANCE,,
ATMPT00585,MNDT00089,CUST0048,Personal Loan EMI,2026-04-16,2026-04-20,3,8500,4528,FAILED,INSUFFICIENT_BALANCE,,
ATMPT00586,MNDT00089,CUST0048,Personal Loan EMI,2026-05-16,2026-05-16,1,8500,4463,FAILED,INSUFFICIENT_BALANCE,,FALSE
ATMPT00587,MNDT00089,CUST0048,Personal Loan EMI,2026-05-16,2026-05-18,2,8500,1854,FAILED,INSUFFICIENT_BALANCE,,
ATMPT00588,MNDT00089,CUST0048,Personal Loan EMI,2026-05-16,2026-05-20,3,8500,1209,FAILED,INSUFFICIENT_BALANCE,,
ATMPT00589,MNDT00089,CUST0048,Personal Loan EMI,2026-06-16,2026-06-16,1,8500,26,FAILED,INSUFFICIENT_BALANCE,,FALSE
ATMPT00590,MNDT00089,CUST0048,Personal Loan EMI,2026-06-16,2026-06-18,2,8500,26,FAILED,INSUFFICIENT_BALANCE,,
ATMPT00591,MNDT00089,CUST0048,Personal Loan EMI,2026-06-16,2026-06-20,3,8500,26,FAILED,INSUFFICIENT_BALANCE,,
ATMPT00592,MNDT00089,CUST0048,Personal Loan EMI,2026-07-16,2026-07-16,1,8500,643,FAILED,INSUFFICIENT_BALANCE,,FALSE
ATMPT00593,MNDT00089,CUST0048,Personal Loan EMI,2026-07-16,2026-07-18,2,8500,643,FAILED,INSUFFICIENT_BALANCE,,
ATMPT00594,MNDT00089,CUST0048,Personal Loan EMI,2026-07-16,2026-07-20,3,8500,643,FAILED,INSUFFICIENT_BALANCE,,
ATMPT00595,MNDT00089,CUST0048,Personal Loan EMI,2026-08-16,2026-08-16,1,8500,1191,FAILED,INSUFFICIENT_BALANCE,,FALSE
ATMPT00596,MNDT00089,CUST0048,Personal Loan EMI,2026-08-16,2026-08-18,2,8500,1191,FAILED,INSUFFICIENT_BALANCE,,
ATMPT00597,MNDT00089,CUST0048,Personal Loan EMI,2026-08-16,2026-08-20,3,8500,21,FAILED,INSUFFICIENT_BALANCE,,
ATMPT00598,MNDT00090,CUST0049,Zomato Gold,2026-03-07,2026-03-07,1,299,52797,FAILED,MANDATE_REVOKED,,FALSE
ATMPT00599,MNDT00091,CUST0050,LIC Premium,2026-03-07,2026-03-07,1,2499,81898,SUCCESS,,,FALSE
ATMPT00600,MNDT00091,CUST0050,LIC Premium,2026-04-07,2026-04-07,1,2499,138776,SUCCESS,,,FALSE
ATMPT00601,MNDT00091,CUST0050,LIC Premium,2026-05-07,2026-05-07,1,2499,206673,SUCCESS,,,FALSE
ATMPT00602,MNDT00091,CUST0050,LIC Premium,2026-06-07,2026-06-07,1,2499,255358,FAILED,ACCOUNT_ISSUE,,FALSE
ATMPT00603,MNDT00091,CUST0050,LIC Premium,2026-06-07,2026-06-09,2,2499,255040,SUCCESS,,,
ATMPT00604,MNDT00091,CUST0050,LIC Premium,2026-07-07,2026-07-07,1,2499,312575,SUCCESS,,,FALSE
ATMPT00605,MNDT00091,CUST0050,LIC Premium,2026-08-07,2026-08-07,1,2499,359660,SUCCESS,,,FALSE
ATMPT00606,MNDT00092,CUST0051,Health Insurance,2026-03-20,2026-03-20,1,1850,45166,FAILED,BANK_DECLINED,2026-03-21,TRUE
ATMPT00607,MNDT00092,CUST0051,Health Insurance,2026-03-20,2026-03-22,2,1850,45166,SUCCESS,,,
ATMPT00608,MNDT00092,CUST0051,Health Insurance,2026-04-20,2026-04-20,1,1850,76812,SUCCESS,,,FALSE
ATMPT00609,MNDT00092,CUST0051,Health Insurance,2026-05-20,2026-05-20,1,1850,119417,SUCCESS,,,FALSE
ATMPT00610,MNDT00092,CUST0051,Health Insurance,2026-06-20,2026-06-20,1,1850,169447,SUCCESS,,,FALSE
